serial,english,part_of_speech,meaning,phonetics,banjara_english
1619,orange,noun,,santrāl,santraal
1620,orbit,noun,,ghēran,gheran
1621,organic,noun,,lōyō,loyo
1622,organization,noun,,maḷāv,malaav
1623,origin,noun,,saru,saru
1624,orphan,noun,,gatichēni,gatichheni
1625,other,noun,,dūsrē,dusre
1626,otherwise,verb,,nikāṇ,nikaan
1627,ours,unknown,,apṇo,apno
1628,outburst,verb,,phuṭēr,phuter
1629,outcry,verb,,rāmri,raamri
1630,outer layer,adjective,,umpram ̐,umpram 
1631,outline,noun,,rūp,rup
1632,outmoded,adjective,,jūnō,juno
1633,oven,noun,,ṭhikri,thikri
1634,over,adjective,,pūr vēgō,pur vego
1635,overthrow,verb,,phāṅk dam ̐,phaank dam 
1636,owl,noun,,cibri,chibri
1637,own,adjective,,ōr,or
1638,owner,noun,,gharēvāḷō,gharevaalo
1639,packet,noun,,pūḷi,puli
1640,pain,noun,,duk,duk
1641,pair,noun,,jōḍi,jodi
1642,Paisa,noun,,pisa,pisa
1643,"palace, castle",unknown,,rāj mandīr,raaj mandir
1644,palm,noun,,hātḷi,haatli
1645,palm fruit,unknown,,khajuri,khajuri
1646,palm tree,unknown,,tāḍer jhāḍ,taader jhaad
1647,pan,noun,,sāri,saari
1648,pancreas,noun,,pitto,pitto
1649,papaya,noun,,pāpaḍ kāya,paapad kaaya
1650,paper,noun,,ciluku,chiluku
1651,paralysis,noun,,paiścavātaṁ,paishchavaatam
1652,pare,verb,,chōl,chhol
1653,parliament,noun,,pārlameṇṭ,paarlament
1654,parrot,noun,,cilka,chilka
1655,part,verb,,chūṭ jō,chhut jo
1656,partiality,noun,,valpacanaṁ,valpachanam
1657,participant m pro,noun,,bhaḷgojako,bhalgojako
1658,particular,adjective,,āc,aach
1659,partner,unknown,,hissādār,hissaadaar
1660,parts,noun,,bhāgē,bhaage
1661,party,noun,,khorāki,khoraaki
1662,pass,noun,,pās vēgō,paas vego
1663,paste,verb,,cuṇṭāḍ,chuntaad
1664,pasture,noun,,mēta,meta
1665,paternal aunt,noun,,phupir,phupir
1666,patience,noun,,opkyi,opkyi
1667,patio,noun,,maṇḍvā,mandvaa
1668,pattern,noun,,ōrnayi,ornayi
1669,pay,verb,,dēnāk,denaak
1670,payment,noun,,dēr,der
1671,peep,verb,,navan dēk,navan dek
1672,pen,noun,,poṇṭi,ponti
1673,penalty,noun,,ḍāṇḍ,daand
1674,penance,noun,,tapas,tapas
1675,people,unknown,,jan,jan
1676,perform prayer,unknown,,pūja,puja
1677,peripheral superficial,unknown,,umparumpar,umparumpar
1678,perm,noun,,kārlelaṭṭā,kaarlelattaa
1679,permission,noun,,savāl pūn ̄cēr,savaal pun cher
1680,permit,verb,,ijājat,ijaajat
1681,person,noun,,ādmī,aadmi
1682,person who knows everything,unknown,,jṅāni,jnaani
1683,persuade,verb,,purā,puraa
1684,pertinent,adjective,,pūrvajatrā,purvajatraa
1685,pestle,noun,,ukḷi,ukli
1686,petrol,noun,,piṭrōl,pitrol
1687,petty,adjective,,dassēk,dassek
1688,physically ad,verb,,jīvērō,jivero
1689,physician,noun,,vaidguḍu,vaidgudu
1690,pick,noun,,khūbāc,khubaach
1691,pickle,noun,,khvāḍi,khvaadi
1692,picture,noun,,bomma,bomma
1693,pigeon,noun,,kabutar,kabutar
1694,pigment,noun,,raṅg,rang
1695,pile,noun,,masāṇ,masaan
1696,pillow,noun,,sarāṇō,saraano
1697,pimple,noun,,khīl,khil
1698,pin,noun,,guṇḍu sūyi,gundu suyi
1699,pinch,noun,,kocar,kochar
1700,pink,noun,,golāl raṅg,golaal rang
1701,pipe,noun,,buṅgā,bungaa
1702,pit,noun,,bommōyi,bommoyi
1703,place,noun,,jammi,jammi
1704,plan,noun,,oḍupu,odupu
1705,plant,noun,,molkā,molkaa
1706,planting plants,unknown,,mōlkā gāḍēr,molkaa gaader
1707,plants,unknown,,mōlkā,molkaa
1708,plate,noun,,rēk,rek
1709,play,noun,,ramti,ramti
1710,player,noun,,khilāḍi,khilaadi
1711,playing card,unknown,,pattāl,pattaal
1712,please go,verb,,jāvō,jaavo
1713,please walk,verb,,cālō,chaalo
1714,plot land soil,noun,,jāg,jaag
1715,plough,verb,,dūn,dun
1716,plug,verb,,gulcā,gulchaa
1717,pocket,unknown,,khōli,kholi
1718,poem,noun,,gīd,gid
1719,poetry,noun,,padyabhāgaṁ,padyabhaagam
1720,point,noun,,tikko,tikko
1721,pointless,adjective,,būṇṭlo,buntlo
1722,poise,noun,,vajan,vajan
1723,poison,noun,,vas,vas
1724,police,noun,,pōlis,polis
1725,police station,unknown,,kacēri,kacheri
1726,polish,verb,,sodār,sodaar
1727,politics,noun,,rājanīti,raajaniti
1728,pomegranate,noun,,anār,anaar
1729,pond,noun,,khāḍ,khaad
1730,poor,adjective,,garīb,garib
1731,poor people,noun,,garīb,garib
1732,porridge,noun,,daḷyā,dalyaa
1733,portion,noun,,hām̐so,haamso
1734,portray,verb,,mūrat kāḍ,murat kaad
1735,possibly ad,verb,,kām̐yikō,kaamyiko
1736,postpone the work for some,noun,,vāyido,vaayido
1737,posture,noun,,ḍhaṅg,dhang
1738,pot,noun,,ṭōkaṇō,tokano
1739,potato,unknown,,āl gaḍḍa,aal gadda
1740,potherb,noun,,māṭēr bhājī,maater bhaaji
1741,potter,noun,,kamār,kamaar
1742,pound,unknown,,āṭō karēr,aato karer
1743,pouring,verb,,rēḍēro,redero
1744,poverty,noun,,garīb,garib
1745,powder,noun,,bhukḷi,bhukli
1746,power,noun,,karaṇṭ,karant
1747,practice,noun,,ṭhakul,thakul
1748,praise,verb,,tāriph,taariph
1749,prawn,noun,,jhīṅgā,jhingaa
1750,pray,verb,,vinti,vinti
1751,preacher,verb,,garu,garu
1752,predictably ad,verb,,jāṇan,jaanan
1753,pregnancy,noun,,pēṭ,pet
1754,prepare,verb,,baṇā,banaa
1755,present,noun,,abbam ̐,abbam 
1756,preserve,adjective,,jatan,jatan
1757,press,unknown,,istri kar,istri kar
1758,prestige,noun,,ijjat,ijjat
1759,previous,adjective,,dharagiḍiyā,dharagidiyaa
1760,previously ad,verb,,abbēsij,abbesij
1761,price,verb,,dām,daam
1762,pride,noun,,garab,garab
1763,priest,noun,,pūjāri,pujaari
1764,primitive,adjective,,āṅgēr,aanger
1765,print,verb,,chapāyēr,chhapaayer
1766,private,adjective,,jēr jēnam ̐,jer jenam 
1767,problematic phase,noun,,bhāvēṭi,bhaaveti
1768,procession,noun,,julūs,julus
1769,proclaim by beating a drum,verb,,ḍapaḍā,dapadaa
1770,profit,unknown,,phyāyēdo,phyaayedo
1771,programme,noun,,kāryaṁ,kaaryam
1772,promise,noun,,nam̐camak,namchamak
1773,promote,verb,,pāḷ,paal
1774,prophecy,noun,,kālajñāni,kaalajnaani
1775,propose,verb,,prastāv,prastaav
1776,protract,noun,,ālcaṅkar,aalchankar
1777,psychological,adjective,,manēr,maner
1778,psychology,noun,,man jñānēr śāstraṁ,man jnaaner shaastram
1779,puberty,noun,,pēḍu,pedu
1780,puff,noun,,bukka,bukka
1781,pugnacious,adjective,,barkāyēvāḷ,barkaayevaal
1782,pull,verb,,khīn̄c,khinch
1783,pulley,noun,,girra,girra
1784,pulling out,unknown,,khyān ̄cnāk,khyaan chnaak
1785,pulse,noun,,dāḷ,daal
1786,pump,noun,,boriṅgi,boringi
1787,pumpkin,noun,,kvāḷā,kvaalaa
1788,punishment,noun,,śikṣa,shiksha
1789,punt,noun,,taḍa,tada
1790,pupil,noun,,vidyārdhi,vidyaardhi
1791,purchaser,unknown,,lēvāḷō,levaalo
1792,purr,noun,,cherēr,chherer
1793,push,verb,,dhekal,dhekal
1794,push solidly,unknown,,jorēti dhakal,joreti dhakal
1795,put off,noun,,ōlāyēr,olaayer
1796,put out the fire,unknown,,aṅgār olā,angaar olaa
1797,putting someone outside,unknown,,vagāḍō,vagaado
1798,puzzle,noun,,āṇṭō bhāndēr,aanto bhaander
1799,python,unknown,,paḷḍ,pald
1800,quaint,adjective,,junēdāḍēr,junedaader
1801,qualified,adjective,,arhata,arhata
1802,quality,noun,,goṇ,gon
1803,quantity,noun,,parimāṇaṁ,parimaanam
1804,quarter,noun,,ṭhakāṇo,thakaano
1805,queen,unknown,,rāṇī,raani
1806,question,verb,,savāl pūn ̄cēr,savaal pun cher
1807,quickly ad,verb,,cham̐pkēsi,chhampkesi
1808,ad,verb,,dankē,danke
1809,quiet,adjective,,cup,chup
1810,quite ad,verb,,naṭṭam,nattam
1811,quiver,verb,,dhujṇi,dhujni
1812,quota divi,noun,,hām̐so,haamso
1813,rabbit,noun,,sasyā,sasyaa
1814,race,noun,,jāt,jaat
1815,radiant,adjective,,vajāḷō,vajaalo
1816,radish,noun,,mullaṅgi,mullangi
1817,rafter,unknown,,gharēr vām ̐sā,gharer vaam saa
1818,rails,noun,,paṭṭālu,pattaalu
1819,rain,noun,,pāṇī,paani
1820,raining heavily,noun,,jhaḍīr pāṇī,jhadir paani
1821,rainy season,noun,,varsāḷō,varsaalo
1822,raise,verb,,jādakar,jaadakar
1823,raising,verb,,vadrō,vadro
1824,ram,noun,,gōrlā,gorlaa
1825,ramble,noun,,phar,phar
1826,range,noun,,geṭṭu,gettu
1827,rapids,noun,,jōrtivyārō,jortivyaaro
1828,rat,noun,,undar,undar
1829,rattle,noun,,bakvās,bakvaas
1830,reach,verb,,bhaḷge,bhalge
1831,real,adjective,,sattēr,satter
1832,realistic,adjective,,mālan ̄cam̐jakō,maalan chamjako
1833,rebuke,noun,,gāḷidēr,gaalider
1834,receiver m,unknown,,lēn jāyēvāḷō,len jaayevaalo
1835,recent,adjective,,navvo,navvo
1836,recognition,noun,,savāl pūn ̄cēr,savaal pun cher
1837,recognize,verb,,vaḷak,valak
1838,rectify,verb,,sarikar,sarikar
1839,red,adjective,,rātḍō,raatdo
1840,refreshment,noun,,phalāraṁ,phalaaram
1841,refrigerate,verb,,śiḷōkar,shilokar
1842,refusal,noun,,matkedinō,matkedino
1843,refuse,verb,,chōḍ,chhod
1844,refuse to do something,noun,,haṭā,hataa
1845,region,noun,,jāg,jaag
1846,related,adjective,,irāda,iraada
1847,related to you,unknown,,tamār,tamaar
1848,relation,unknown,,nātō,naato
1849,relationship,noun,,pāmaṇ,paaman
1850,relaxation,noun,,rikām,rikaam
1851,relief from the danger of,unknown,,ṭam̐ḷgō,tamlgo
1852,religion,noun,,jāt,jaat
1853,remember,noun,,harde,harde
1854,remind,noun,,hardo,hardo
1855,remote place,noun,,konāro,konaaro
1856,removal of insects,unknown,,jhāḍmārēr,jhaadmaarer
1857,remove,verb,,kāḍ,kaad
1858,remove the shell,verb,,poṭṭu kāḍ,pottu kaad
1859,rent,noun,,bhāḍo,bhaado
1860,repair,noun,,jō,jo
1861,repairer,noun,,āccokarevāḷō,aachchokarevaalo
1862,reparation,noun,,ḍāṇḍ,daand
1863,report,noun,,phiryād,phiryaad
1864,repository,noun,,gummi,gummi
1865,reproach,noun,,bōli bhāṇḍēr,boli bhaander
1866,reptile,noun,,sarkērō,sarkero
1867,request,verb,,nvārā,nvaaraa
1868,requirement,noun,,cāvam ̐nō,chaavam no
1869,reserve,verb,,thāmēr,thaamer
1870,reservoir,noun,,kūṇḍ,kund
1871,resignation,noun,,chōḍ,chhod
1872,resist,verb,,khamāḍlam ̐,khamaadlam 
1873,response,noun,,hāṭō,haato
1874,rest,noun,,rikām,rikaam
1875,restricted meal,noun,,patyaṁ,patyam
1876,return,noun,,āyēr,aayer
1877,reversal,noun,,phēr,pher
1878,revolution,noun,,krānti,kraanti
1879,reward,noun,,inām,inaam
1880,rice,noun,,cāvaḷ,chaaval
1881,rich,adjective,,sāvukār,saavukaar
1882,rich man,noun,,amīr,amir
1883,ride,noun,,savāri,savaari
1884,ridged gourd,noun,,tōri,tori
1885,rifle,noun,,bandūk,banduk
1886,right,adjective,,jamaṇō,jamano
1887,right age to get married,noun,,moṭiyār,motiyaar
1888,right here,noun,,attaj,attaj
1889,right side,unknown,,jamṇēvaḍi cham ̐,jamnevadi chham 
1890,rigid,adjective,,jāḍo,jaado
1891,ring,noun,,viṇṭi,vinti
1892,ringleader,noun,,ṭāṇḍēr,taander
1893,rings worn on toes,noun,,cam̐ṭki,chamtki
1894,ripe,adjective,,buḍoyēgō,budoyego
1895,ripened dried kernel,noun,,nāraḷ,naaral
1896,river,noun,,nandi,nandi
1897,road,noun,,vāṭ,vaat
1898,roar,verb,,ḍarkāyēro,darkaayero
1899,rob,verb,,lūṭlejo,lutlejo
1900,robber,noun,,cōr,chor
1901,rock pieces,noun,,kāṅkra,kaankra
1902,rod,unknown,,salāk,salaak
1903,roll,noun,,palṭi mār,palti maar
1904,room,unknown,,arrā,arraa
1905,rope,noun,,gāḷā,gaalaa
1906,ropes,noun,,gāḷā,gaalaa
1907,rotten,adjective,,gargi,gargi
1908,rotten one,noun,,gargi,gargi
1909,round,noun,,gōḷā,golaa
1910,water vessel,noun,,gālā,gaalaa
1911,rub,verb,,copaḍ,chopad
1912,rubber,noun,,labbar,labbar
1913,rubbing,noun,,masaḷēr,masaler
1914,rude,adjective,,anāḍi,anaadi
1915,ruin,verb,,cēḍgo,chedgo
1916,rumour,noun,,phuṅkār,phunkaar
1917,rust,noun,,cilaṁ,chilam
1918,sache,noun,,dōk,dok
1919,sacred,unknown,,niṣṭaro,nishtaro
1920,sacred thread for waist,verb,,kaṇadōri,kanadori
1921,sacrifice,unknown,,balidān,balidaan
1922,salary,noun,,bām̐yi,baamyi
1923,salt,noun,,nūṇ,nun
1924,saltwater,unknown,,khāropāṇī,khaaropaani
1925,sample,noun,,sāya,saaya
1926,sand,noun,,uśkā,ushkaa
1927,Saturday,noun,,thāvar,thaavar
1928,savage,unknown,,raṇīādmi,raniaadmi
1929,scared,adjective,,camkān,chamkaan
1930,scatter,noun,,chaṇak,chhanak
1931,scent,unknown,,attar,attar
1932,school,noun,,baḍi,badi
1933,scissor,noun,,kotaḍni,kotadni
1934,scorpion,noun,,vin̄cu,vinchu
1935,scratch,verb,,khojhā,khojhaa
1936,screen,noun,,pardā,pardaa
1937,scrub,verb,,dhō,dho
1938,seal,noun,,mōr,mor
1939,search,noun,,ḍhūṇḍēr,dhunder
1940,second,unknown,,dīmō,dimo
1941,secret ad,verb,,khēdo,khedo
1942,secretion,noun,,cūyō,chuyo
1943,secretly ad,verb,,khēdo,khedo
1944,seductive look,unknown,,āḍiāṅkiti dēkrō,aadiaankiti dekro
1945,seed,unknown,,dāṇā,daanaa
1946,seed of Bishops weed,unknown,,ajmō,ajmo
1947,seeing,verb,,dekrō,dekro
1948,select,adjective,,kidejako,kidejako
1949,sell,verb,,vēc,vech
1950,send,unknown,,mēl,mel
1951,send after telling,verb,,kēmel,kemel
1952,separate,verb,,nāḷi,naali
1953,separating,noun,,āmli,aamli
1954,serially ad,verb,,rēturētu,returetu
1955,sesamum,noun,,talli,talli
1956,set,verb,,ḍūbgō,dubgo
1957,set it right,verb,,sarikar,sarikar
1958,set right,verb,,sarikar,sarikar
1959,settle,verb,,phēḍ,phed
1960,seventeen,numeral,,satram ̐,satram 
1961,seventy,numeral,,sattar,sattar
1962,several,adjective,,katrāyikō,katraayiko
1963,shadow,noun,,chāṇḍi,chhaandi
1964,share,noun,,hām̐so,haamso
1965,sharp,noun,,dhār,dhaar
1966,sharp point,noun,,phūṅg,phung
1967,sharpening,verb,,aḷā,alaa
1968,shaving cream,unknown,,ḍvāḍiparēr pyāsaḍ,dvaadiparer pyaasad
1969,sheep,noun,,gōrli,gorli
1970,women,noun,,kvāḍi,kvaadi
1971,shine,verb,,jhāṅk,jhaank
1972,short,adjective,,pōṭiyā,potiyaa
1973,shortness,adjective,,poṭyā,potyaa
1974,should be there,verb,,rēṇō,reno
1975,shoulder,noun,,kāndō,kaando
1976,shoulder bone,unknown,,sāndēr haḍaka,saander hadaka
1977,shout,noun,,tukāri,tukaari
1978,shouting,verb,,rāmri,raamri
1979,show,noun,,ṭēḷō,telo
1980,show affection on your own,verb,,cūm,chum
1981,shred,noun,,ṭokḍā,tokdaa
1982,shrew,noun,,cuṇḍeluka,chundeluka
1983,shut the door,unknown,,gaḍi ghāl,gadi ghaal
1984,shy,verb,,lāj,laaj
1985,sicken,verb,,bimāri,bimaari
1986,side,noun,,tī,ti
1987,sieve,noun,,chāṇṇi,chhaanni
1988,sight,noun,,nan̄jar,nanjar
1989,sign,noun,,masko,masko
1990,silence,noun,,gaccap,gachchap
1991,silently ad,verb,,boleniju,boleniju
1992,silver,noun,,rūpō,rupo
1993,similar,adjective,,ōrnayi,ornayi
1994,simple ad,verb,,sādasīda,saadasida
1995,sing,verb,,bōl,bol
1996,sink,verb,,ḍubāḍ,dubaad
1997,sister,unknown,,bāyilōg,baayilog
1998,sister in law,unknown,,sāḷi,saali
1999,sit,verb,,byās,byaas
2000,sitting,noun,,byās,byaas
2001,six,numeral,,cho,chho
2002,sixteen,numeral,,sōḷam ̐,solam 
2003,sixty,numeral,,sāṭ,saat
2004,skin,noun,,khālḍi,khaaldi
2005,slant ad,verb,,pāllu,paallu
2006,slap,noun,,gālēpar lagā,gaalepar lagaa
2007,sleep,noun,,nīnd,nind
2008,sleeping,unknown,,sōgē,soge
2009,slip,noun,,rapasan,rapasan
2010,slow,noun,,ḍhīlo,dhilo
2011,slowly ad,verb,,ḍhīlo,dhilo
2012,smack ad,verb,,dankē,danke
2013,small,adjective,,nāṇki,naanki
2014,small boy,unknown,,pīkā,pikaa
2015,small finger,noun,,cam̐ṭkiāṅgḷi,chamtkiaangli
2016,small girl,unknown,,pīki,piki
2017,small tiny vessel used for,unknown,,capṭi,chapti
2018,small tuft of hair on,noun,,coṭṭi,chotti
2019,small water vessel,unknown,,sarva,sarva
2020,small well with oozing water,unknown,,vēri,veri
2021,smallpox,noun,,phyālgi,phyaalgi
2022,smart,noun,,hum̐syāri,humsyaari
2023,smart man,noun,,khūb sūrat,khub surat
2024,smash,verb,,phōḍ,phod
2025,smell,noun,,vām̐s,vaams
2026,smelling,verb,,gandāro,gandaaro
2027,smelting,noun,,kolmi,kolmi
2028,smile,verb,,hām̐s,haams
2029,snap,noun,,kāṭēr,kaater
2030,snappy ad,verb,,jaldi,jaldi
2031,sneezing,noun,,siṅkaḍ,sinkad
2032,snoring,verb,,ghōrro,ghorro
2033,snowstorm,noun,,vasevāḷō pāṇī,vasevaalo paani
2034,so,noun,,kām̐yikō,kaamyiko
2035,sob,unknown,,hupkī,hupki
2036,sociable,adjective,,maskari,maskari
2037,society,noun,,jagati,jagati
2038,soda,noun,,sōḍā,sodaa
2039,soft,adjective,,gilo,gilo
2040,soil,unknown,,dūḍ,dud
2041,solace,noun,,manādēr,manaader
2042,solely ad,verb,,chiyāṇṭ,chhiyaant
2043,solution,noun,,gaḷgo,galgo
2044,solve,noun,,tapśā,tapshaa
2045,some,adjective,,dassēk,dassek
2046,some more,conjunction,,ujji,ujji
2047,sometimes pro,noun,,ēkēk tāyi,ekek taayi
2048,song,noun,,gīd,gid
2049,son-in-law,noun,,jamāyi,jamaayi
2050,soon ad,verb,,chapkō,chhapko
2051,soup,noun,,phalcu,phalchu
2052,sour,noun,,khāṭo,khaato
2053,south,noun,,lac maṇ,lach man
2054,sovereign,noun,,rāj,raaj
2055,sow,verb,,gāḍ,gaad
2056,space,unknown,,rāmē,raame
2057,spade,noun,,pāra,paara
2058,speak,verb,,pacār,pachaar
2059,spear,noun,,barci,barchi
2060,spear grass,noun,,kāṭēvāḷōkhaḍ,kaatevaalokhad
2061,spectacles,noun,,kājaḷ,kaajal
2062,speechless,adjective,,gūṅgo,gungo
2063,spell,noun,,mattar,mattar
2064,sperm,noun,,indriyaṁ,indriyam
2065,spice,noun,,masālō,masaalo
2066,spider,noun,,koḍiyā,kodiyaa
2067,spinach,noun,,vāḍēr bhājji,vaader bhaajji
2068,spiritual,adjective,,dēvēpar bhakti,devepar bhakti
2069,spittle,noun,,thūṅk,thunk
2070,split rip cleave,verb,,phāḍ,phaad
2071,spoil,adjective,,ballā,ballaa
2072,spoiled,verb,,paḍāvō,padaavo
2073,spoken word,unknown,,muṇḍēr bōli,munder boli
2074,spoon,unknown,,can̄cā,chanchaa
2075,spoonful,noun,,cen̄cār atrā,chenchaar atraa
2076,sports,noun,,ramti,ramti
2077,spot,noun,,ilākō,ilaako
2078,spray,noun,,chaṇak,chhanak
2079,spread,noun,,cvāḍ,chvaad
2080,spring,noun,,jhōḷi,jholi
2081,springtime,noun,,māgidāḍ,maagidaad
2082,sprinkle,noun,,chaṇak,chhanak
2083,sprinkled,adjective,,ṣiḷovegō,shilovego
2084,sprouting,unknown,,hugyāyō,hugyaayo
2085,squeak,verb,,chīṅk,chhink
2086,squeeze,verb,,naco,nacho
2087,squint,unknown,,bāḍō,baado
2088,squirrel,noun,,garli,garli
2089,stab,adjective,,posaḍ,posad
2090,stable,adjective,,ṭakan,takan
2091,stag,noun,,citala,chitala
2092,stale,adjective,,jūnō,juno
2093,stall,noun,,gumsi,gumsi
2094,stamp,verb,,khūnd,khund
2095,stand,noun,,jāg,jaag
2096,stand up,verb,,hubar,hubar
2097,star,noun,,tārā,taaraa
2098,stare the eyes,unknown,,ṭamkār,tamkaar
2099,start,verb,,nisar,nisar
2100,started,verb,,nikaḷ,nikal
2101,starting phase,unknown,,dhar agḍīyār,dhar agdiyaar
2102,startle,adjective,,camkān,chamkaan
2103,startled,adjective,,jan̄jrāgo,janjraago
2104,statement,noun,,vāt,vaat
2105,stay with,unknown,,lāram̐,laaram
2106,steep road,verb,,caḍāvo,chadaavo
2107,steer,noun,,sāṇḍiyā,saandiyaa
2108,step mother,unknown,,svākēr,svaaker
2109,stepmother,noun,,māsi,maasi
2110,stepping,verb,,lāt mēl,laat mel
2111,steps,unknown,,khapti,khapti
2112,stew,verb,,vakāḷ,vakaal
2113,stick,adjective,,posaḍ,posad
2114,sticky,noun,,cikṇō,chikno
2115,stick tack,verb,,cuṇṭāḍ,chuntaad
2116,still do it,unknown,,ajjikar,ajjikar
2117,sting,noun,,vāṅko,vaanko
2118,stir,verb,,halā,halaa
2119,stitch,noun,,gāṇṭ,gaant
2120,stitch suture darn,verb,,sīḍ,sid
2121,stomach,noun,,pēṭ,pet
2122,stone,noun,,bhāṭa,bhaata
2123,stool,noun,,pīḍa,pida
2124,stop,verb,,thamāḍ,thamaad
2125,stop please,verb,,thamāḍ,thamaad
2126,"stop still, freeze",noun,,nam̐hālajū,namhaalaju
2127,storage,noun,,gummi,gummi
2128,store,unknown,,gōk,gok
2129,storm,noun,,āndi aṅgoḷo,aandi angolo
2130,stout,adjective,,jāḍo,jaado
2131,stove,verb,,cūlō,chulo
2132,straight ad,verb,,ḍhīlo,dhilo
2133,straight away ad,verb,,sūdō,sudo
2134,strange,adjective,,nam̐ an jān,nam an jaan
2135,strangeness,noun,,jalam,jalam
2136,stream,noun,,chēbri,chhebri
2137,strength stamina,noun,,satta,satta
2138,string,noun,,tānt,taant
2139,strip,noun,,chōḍkā,chhodkaa
2140,stroke,verb,,cīntrō,chintro
2141,strong,adjective,,majbūt,majbut
2142,strong person,noun,,balvān,balvaan
2143,structure,noun,,tarika,tarika
2144,stuck,adjective,,aṭṭaggo,attaggo
2145,study,unknown,,kaḷāyēro,kalaayero
2146,stuttering,unknown,,tōtli,totli
2147,style,noun,,tarika,tarika
2148,submit,noun,,dhār,dhaar
2149,submitting oneself,verb,,havālo vējo,havaalo vejo
2150,succeeding,noun,,pēna samiyār,pena samiyaar
2151,successor,noun,,khāndāni,khaandaani
2152,sudden,adjective,,cham̐pkēsi,chhampkesi
2153,suddenly,adjective,,jaldi,jaldi
2154,sugar,noun,,sakkar,sakkar
2155,sugar cane,noun,,sāṇṭā,saantaa
2156,suggest,verb,,khōj vatā,khoj vataa
2157,summary,noun,,odoḍ,odod
2158,sun,noun,,dāḍo,daado
2159,Sunday,noun,,ditvār,ditvaar
2160,sunny ad,verb,,taḍko,tadko
2161,sunrise,noun,,jhūn̄c,jhunch
2162,suppress,verb,,khūnd,khund
2163,suppressing,noun,,daman,daman
2164,surface,adjective,,umparēr,umparer
2165,surrend,noun,,havāl,havaal
2166,surroundings,unknown,,āspās,aaspaas
2167,survive,verb,,ban̄c,banch
2168,suspicion,noun,,gumān,gumaan
2169,sustain,verb,,nirṇay,nirnay
2170,swallow,verb,,galjō,galjo
2171,swap,noun,,lēṇgi dēṇgi,lengi dengi
2172,swarm,noun,,daḷ,dal
2173,sway,verb,,bagā,bagaa
2174,swear,verb,,imān,imaan
2175,sweat,noun,,parisina,parisina
2176,sweater,unknown,,garam kōṭ,garam kot
2177,sweating,unknown,,ukḷōmārēr,uklomaarer
2178,sweeper,unknown,,bārēvāḷō,baarevaalo
2179,sweepings,noun,,rāsi,raasi
2180,sweet,adjective,,mīṭo,mito
2181,sweet eatables,noun,,mīṭmaṭāyi,mitmataayi
2182,swell,verb,,phūlō,phulo
2183,swig,verb,,piyōṭ,piyot
2184,swing,noun,,halā,halaa
2185,swollen,adjective,,sūjgō,sujgo
2186,swollen belly,unknown,,āpargojako pēṭ,aapargojako pet
2187,sword,noun,,talvār,talvaar
2188,symbol of remembrance,verb,,cintāṇi,chintaani
2189,table,noun,,mējā,mejaa
2190,tail,noun,,pun̄cḍi,punchdi
2191,tailor,noun,,mērāvāḷ,meraavaal
2192,take,verb,,līyā,liyaa
2193,taking,noun,,lēlam̐,lelam
2194,taking control,noun,,rakālḍīdinō,rakaaldidino
2195,tall,adjective,,umpram ̐,umpram 
2196,tamarind,noun,,āmli,aamli
2197,tandem ad,verb,,kūb āc,kub aach
2198,tangled,adjective,,guntāgo,guntaago
2199,tap,noun,,nālo,naalo
2200,target,noun,,dēkan,dekan
2201,taste,verb,,cākan dēk,chaakan dek
2202,teacher,noun,,garu,garu
2203,teak tree,noun,,sāgunā,saagunaa
2204,tear,verb,,cīr,chir
2205,tearing,noun,,cīr,chir
2206,tears,noun,,hām̐su,haamsu
2207,tell,verb,,kam̐,kam
2208,tell briefly,unknown,,maja kam ̐,maja kam 
2209,tell in detail,unknown,,khōḷan kam ̐,kholan kam 
2210,teller pro,noun,,kēvāḷō,kevaalo
2211,Telugu,noun,,telugu,telugu
2212,temperate,adjective,,vaccēro,vachchero
2213,temple,noun,,dēvaḷ,deval
2214,temporary,adjective,,ghaḍikesāru,ghadikesaaru
2215,ten,numeral,,das,das
2216,tender leaf,noun,,ciguru,chiguru
2217,term,noun,,tāṇu,taanu
2218,tether,noun,,gāḷā,gaalaa
2219,than all,unknown,,sēti,seti
2220,that,noun,,ū,u
2221,that side,unknown,,ōvḍi,ovdi
2222,thatch,verb,,chāp,chhaap
2223,thaw,verb,,gāḷ,gaal
2224,their,unknown,,undūr,undur
2225,then ad,verb,,janna,janna
2226,there ad,verb,,ottam̐,ottam
2227,therein ad,verb,,ōmā,omaa
2228,thereupon ad,verb,,ḍhaim ̐ ḍhaim ̐si,dhaim  dhaim si
2229,these,noun,,yē,ye
2230,they,unknown,,ōj,oj
2231,they will be there,verb,,racam ̐,racham 
2232,thick,adjective,,cikṇō,chikno
2233,thickly ad,verb,,jāḍojaṭ,jaadojat
2234,thief one,noun,,coṭṭi,chotti
2235,thigh,noun,,jāṅgḷā,jaanglaa
2236,thin,adjective,,pātḷō,paatlo
2237,thinking,noun,,kēlēr,keler
2238,thinking about,unknown,,kelero,kelero
2239,thirst,noun,,taras,taras
2240,thirsty,adjective,,taras,taras
2241,thirteen,numeral,,tēram̐,teram
2242,thirty,numeral,,tīs,tis
2243,this pro,noun,,ī,i
2244,this day,noun,,āj,aaj
2245,this one only,unknown,,īj,ij
2246,this side,verb,,ēvḍi,evdi
2247,thorny plants,noun,,ḍhīrā,dhiraa
2248,those pro,noun,,ō,o
